"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5"
"USC00200228","ANN ARBOR SE, MI US","2019-06-20",,,,,"0.03","0.0","0.0",,"83","61","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-21",,,,,"0.65","0.0","0.0",,"64","51","57",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-22",,,,,"0.00","0.0","0.0",,"78","49","54",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-23",,,,,"0.00","0.0","0.0",,"80","48","52",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-24",,,,,"0.06","0.0","0.0",,"82","52","68",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-25",,,,,"0.05","0.0","0.0",,"80","61","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-26",,,,,"0.00","0.0","0.0",,"83","63","66",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-27",,,,,"0.02","0.0","0.0",,"86","63","65",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-28",,,,,"0.00","0.0","0.0",,"88","63","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-29",,,,,"0.02","0.0","0.0",,"90","67","74",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-06-30",,,,,"0.00","0.0","0.0",,"88","63","70",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-01",,,,,"0.00","0.0","0.0",,"84","59","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-02",,,,,"0.00","0.0","0.0",,"91","63","73",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-03",,,,,"0.11","0.0","0.0",,"91","69","71",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-04",,,,,"0.00","0.0","0.0",,"87","64","68",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-05",,,,,"0.49","0.0","0.0",,"89","68","70",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-06",,,,,"0.08","0.0","0.0",,"92","70","73",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-07",,,,,"0.41","0.0","0.0",,"88","64","65",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-08",,,,,"0.00","0.0","0.0",,"83","55","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-09",,,,,"0.00","0.0","0.0",,"82","54","56",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-10",,,,,"0.00","0.0","0.0",,"85","56","61",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-11",,,,,"0.00","0.0","0.0",,"91","61","71",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-12",,,,,"0.00","0.0","0.0",,"84","55","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-13",,,,,"0.00","0.0","0.0",,"80","58","61",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-14",,,,,"0.00","0.0","0.0",,"89","61","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-15",,,,,"0.00","0.0","0.0",,"84","57","61",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-16",,,,,"0.00","0.0","0.0",,"93","61","71",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-17",,,,,"4.08","0.0","0.0",,"85","71","72",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-18",,,,,"0.02","0.0","0.0",,"88","64","66",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-19",,,,,"0.05","0.0","0.0",,"87","66","77",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-20",,,,,"0.61","0.0","0.0",,"91","72","75",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-21",,,,,"0.11","0.0","0.0",,"94","69","70",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-22",,,,,"0.23","0.0","0.0",,"84","62","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-23",,,,,"0.00","0.0","0.0",,"75","53","57",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-24",,,,,"0.06","0.0","0.0",,"79","54","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-25",,,,,"0.00","0.0","0.0",,"78","56","60",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-26",,,,,"0.00","0.0","0.0",,"82","59","60",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-27",,,,,"0.00","0.0","0.0",,"85","60","64",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-28",,,,,"0.00","0.0","0.0",,"85","64","70",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-29",,,,,"0.00","0.0","0.0",,"88","67","69",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-30",,,,,"0.33","0.0","0.0",,"87","66","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-07-31",,,,,"0.00","0.0","0.0",,"85","62","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-01",,,,,"0.00","0.0","0.0",,"80","55","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-02",,,,,"0.00","0.0","0.0",,"80","51","53",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-03",,,,,"0.00","0.0","0.0",,"82","53","55",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-04",,,,,"0.00","0.0","0.0",,"85","55","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-05",,,,,"0.00","0.0","0.0",,"87","62","64",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-06",,,,,"0.00","0.0","0.0",,"87","64","68",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-07",,,,,"0.16","0.0","0.0",,"79","64","65",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-08",,,,,"0.00","0.0","0.0",,"84","63","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-09",,,,,"0.00","0.0","0.0",,"82","55","57",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-10",,,,,"0.00","0.0","0.0",,"80","54","55",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-11",,,,,"0.00","0.0","0.0",,"81","55","57",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-12",,,,,"0.00","0.0","0.0",,"85","57","68",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-13",,,,,"0.02","0.0","0.0",,"87","68","70",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-14",,,,,"0.00","0.0","0.0",,"85","57","61",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-15",,,,,"0.00","0.0","0.0",,"85","61","64",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-16",,,,,"0.02","0.0","0.0",,"83","61","62",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-17",,,,,"0.08","0.0","0.0",,"82","62","65",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-18",,,,,"0.00","0.0","0.0",,"85","65","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-19",,,,,"0.45","0.0","0.0",,"85","64","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-20",,,,,"0.00","0.0","0.0",,"86","66","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-21",,,,,"0.02","0.0","0.0",,"87","67","68",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-22",,,,,"0.00","0.0","0.0",,"87","64","64",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-23",,,,,"0.00","0.0","0.0",,"77","50","50",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-24",,,,,"0.00","0.0","0.0",,"75","48","50",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-25",,,,,"0.00","0.0","0.0",,"76","50","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-26",,,,,"0.00","0.0","0.0",,"79","54","56",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-27",,,,,"0.95","0.0","0.0",,"76","56","69",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-28",,,,,"0.00","0.0","0.0",,"81","56","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-29",,,,,"0.00","0.0","0.0",,"76","55","55",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-30",,,,,"0.08","0.0","0.0",,"81","55","62",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-08-31",,,,,"0.00","0.0","0.0",,"76","49","50",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-01",,,,,"0.00","0.0","0.0",,"76","50","59",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-02",,,,,"0.21","0.0","0.0",,"69","58","59",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-03",,,,,"0.03","0.0","0.0",,"82","59","65",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-04",,,,,"0.31","0.0","0.0",,"77","60","61",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-05",,,,,"0.00","0.0","0.0",,"71","51","54",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-06",,,,,"0.00","0.0","0.0",,"74","52","54",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-07",,,,,"0.00","0.0","0.0",,"72","54","61",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-08",,,,,"0.00","0.0","0.0",,"75","55","57",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-09",,,,,"0.00","0.0","0.0",,"69","55","55",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-10",,,,,"0.00","0.0","0.0",,"73","55","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-11",,,,,"0.00","0.0","0.0",,"87","58","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-12",,,,,"1.32","0.0","0.0",,"86","67","68",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-13",,,,,"0.04","0.0","0.0",,"72","62","64",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-14",,,,,"0.21","0.0","0.0",,"85","54","55",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-15",,,,,"0.00","0.0","0.0",,"76","54","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-16",,,,,"0.10","0.0","0.0",,"75","58","65",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-17",,,,,"0.00","0.0","0.0",,"79","60","61",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-18",,,,,"0.00","0.0","0.0",,"77","53","54",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-19",,,,,"0.00","0.0","0.0",,"80","53","53",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-20",,,,,"0.00","0.0","0.0",,"80","53","57",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-21",,,,,"0.00","0.0","0.0",,"86","57","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-22",,,,,"0.08","0.0","0.0",,"85","63","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-23",,,,,"0.05","0.0","0.0",,"86","66","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-24",,,,,"0.00","0.0","0.0",,"74","52","54",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-25",,,,,"0.00","0.0","0.0",,"77","54","56",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-26",,,,,"0.02","0.0","0.0",,"76","56","59",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-27",,,,,"0.00","0.0","0.0",,"70","43","52",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-28",,,,,"0.86","0.0","0.0",,"75","52","63",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-29",,,,,"0.03","0.0","0.0",,"69","52","53",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-09-30",,,,,"0.43","0.0","0.0",,"60","53","56",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-01",,,,,"0.11","0.0","0.0",,"79","56","65",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-02",,,,,"0.00","0.0","0.0",,"86","65","67",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-03",,,,,"1.05","0.0","0.0",,"72","53","57",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-04",,,,,"0.03","0.0","0.0",,"69","49","51",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-05",,,,,"0.00","0.0","0.0",,"58","44","44",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-06",,,,,"0.04","0.0","0.0",,"63","43","56",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-07",,,,,"0.04","0.0","0.0",,"68","47","47",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-08",,,,,"0.00","0.0","0.0",,"71","39","39",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-09",,,,,"0.00","0.0","0.0",,"71","39","42",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-10",,,,,"0.00","0.0","0.0",,"71","42","51",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-11",,,,,"0.00","0.0","0.0",,"73","51","58",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-12",,,,,"0.48","0.0","0.0",,"65","35","37",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-13",,,,,"0.00","0.0","0.0",,"51","37","39",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-14",,,,,"0.00","0.0","0.0",,"62","39","42",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-15",,,,,"0.00","0.0","0.0",,"53","30","31",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-16",,,,,"0.12","0.0","0.0",,"65","31","46",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-17",,,,,"0.02","0.0","0.0",,"51","40","40",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-18",,,,,"0.00","0.0","0.0",,"54","32","32",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-19",,,,,"0.00","0.0","0.0",,"57","30","30",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-20",,,,,"0.00","0.0","0.0",,"63","30","45",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-21",,,,,"0.01","0.0","0.0",,"71","45","50",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-22",,,,,"0.24","0.0","0.0",,"62","46","47",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-23",,,,,"0.03","0.0","0.0",,"55","40","40",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-24",,,,,"0.00","0.0","0.0",,"60","39","43",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-25",,,,,"0.00","0.0","0.0",,"56","42","42",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-26",,,,,"0.00","0.0","0.0",,"50","29","31",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-27",,,,,"1.38","0.0","0.0",,"58","31","48",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-28",,,,,"0.01","0.0","0.0",,"60","34","35",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-29",,,,,"0.00","0.0","0.0",,"66","35","50",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-30",,,,,"0.04","0.0","0.0",,"58","39","39",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-10-31",,,,,"0.62","0.0","0.0",,"46","39","45",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-01",,,,,"0.89","0.2","0.0",,"46","32","32",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-02",,,,,"0.00","0.0","0.0",,"43","32","37",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-03",,,,,"0.06","0.0","0.0",,"48","29","29",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-04",,,,,"0.04","0.0","0.0",,"48","29","42",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-05",,,,,"0.01","0.0","0.0",,"54","34","36",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-06",,,,,"0.00","0.0","0.0",,"47","22","28",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-07",,,,,"0.03","0.4","0.0",,"38","28","29",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-08",,,,,"0.00","0.0","0.0",,"36","20","21",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-09",,,,,"0.00","0.0","0.0",,"38","21","26",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-10",,,,,"0.00","0.0","0.0",,"42","26","36",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-11",,,,,"0.15","1.2","1.0",,"45","29","29",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-12",,,,,"0.80","8.9","9.0",,"30","15","16",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-13",,,,,"0.00","0.0","8.0",,"27","3","6",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-14",,,,,"0.00","0.1","7.0",,"25","6","25",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-15",,,,,"0.00","0.0","5.0",,"33","24","25",,,,,,
"USC00200228","ANN ARBOR SE, MI US","2019-11-16",,,,,"0.00","0.0","4.0",,"35","15","15",,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-03",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-04",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-05",,,,,"0.32","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-06",,,,,"0.28","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-07",,,,,"0.11","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-08",,,,,"0.04","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-09",,,,,"0.08","0.5","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-10",,,,,"0.08","0.2","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-11",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-12",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-13",,,,,"0.09","0.7","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-14",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-15",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-16",,,,,"0.25","0.9","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-17",,,,,"0.02","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-18",,,,,"0.04","0.6","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-19",,,,,"0.05","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-20",,,,,"0.05","1.1","1.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-21",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-22",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-23",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-24",,,,,"0.32","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-25",,,,,"0.06","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-26",,,,,"0.56","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-27",,,,,"0.26","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-28",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-29",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-11-30",,,,,"0.01","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-01",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-02",,,,,"0.49","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-03",,,,,"0.06","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-04",,,,,"0.03","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-05",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-06",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-07",,,,,"0.01","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-08",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-09",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-10",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-11",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-12",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-13",,,,,"0.05","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-14",,,,,"0.18","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-15",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-16",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-17",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-18",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-19",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-20",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-21",,,,,"0.43","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-22",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-23",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-24",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-25",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-26",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-27",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-28",,,,,"0.34","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-29",,,,,"0.03","0.4","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-30",,,,,"0.03","0.7","0.5",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2018-12-31",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-01",,,,,"0.97","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-02",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-03",,,,,"0.01","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-04",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-05",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-06",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-07",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-08",,,,,"0.09","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-09",,,,,"0.03","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-10",,,,,"0.02","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-11",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-12",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-13",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-14",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-15",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-16",,,,,"0.00","0.0","0.0",,,,,,,,,,
"US1MIWS0007","ANN ARBOR 3.1 SE, MI US","2019-01-17",,,,,"0.00","0.0","0.0",,,,,,,,,,
